scenario,controller,step,t,v,log_xt,log_dth,log_v,stop,fwd_only,plan_len,lat25,lon25,hd25,lat50,lon50,hd50
scene-0071-easy-00,official,9,2.25,7.346,0.0956,0.03159,9.287,0,0,25.77144,0.12409,0.02635,0.04966,0.23319,0.04337,0.04331
scene-0071-easy-00,official,10,2.5,7.799,0.1877,0.0266,9.42,0,0,25.90693,0.16028,-0.02734,0.05288,0.25208,-0.04184,0.04779
scene-0071-easy-00,official,11,2.75,8.141,0.2341,-0.00215,9.319,0,0,25.88906,0.30024,-0.01138,0.12334,0.49699,-0.01871,0.04354
scene-0071-easy-00,official,12,3.0,8.364,0.2518,0.01187,8.9,0,0,25.80447,0.2098,0.04286,0.07137,0.33968,0.04988,0.03254
scene-0071-easy-00,official,13,3.25,8.539,0.4879,-0.23067,8.895,0,0,25.91671,0.24409,-0.05017,0.07685,0.38492,-0.14558,0.03283
scene-0071-easy-00,official,14,3.5,8.674,0.3414,0.0195,8.672,0,0,25.70516,0.22977,-0.08286,0.07423,0.36737,-0.17753,0.04216
scene-0071-easy-00,official,15,3.75,8.724,0.3799,0.0122,9.885,0,0,25.5008,0.17936,-0.13562,0.07621,0.35865,-0.23476,0.12889
scene-0071-easy-00,official,16,4.0,8.712,0.3656,-0.0185,10.046,0,0,25.25414,0.25384,-0.05487,0.13943,0.50697,-0.05785,0.11474
scene-0071-easy-00,official,17,4.25,8.694,0.349,0.02645,8.541,0,0,25.13099,0.56433,-0.0599,0.2237,0.94127,-0.04024,0.07619
scene-0071-easy-00,official,18,4.5,8.668,0.5084,0.05917,9.318,0,0,24.93112,0.4296,0.1039,0.13999,0.6767,0.18018,0.06006
scene-0071-easy-00,official,19,4.75,8.624,0.9017,0.22741,8.844,0,0,24.60435,0.45425,0.2844,0.16287,0.69442,0.47221,0.05765
scene-0071-easy-00,official,20,5.0,8.511,0.6919,0.01185,7.883,0,0,25.01148,0.47237,0.06012,0.1525,0.70777,0.11147,0.04559
scene-0071-easy-00,official,21,5.25,8.496,0.7208,-0.00578,8.304,0,0,25.00976,0.42896,0.04444,0.13572,0.62829,0.09254,0.09117
scene-0071-easy-00,official,22,5.5,8.487,0.7106,-0.0359,8.306,0,0,24.7361,0.36336,0.0391,0.17126,0.64722,0.08075,0.05749
scene-0071-easy-00,official,23,5.75,8.513,0.6279,0.00797,8.306,0,0,24.42572,0.39446,0.0579,0.12023,0.58724,0.09494,0.02793
scene-0071-easy-00,official,24,6.0,8.529,0.6445,-0.03043,8.331,0,0,24.28673,0.33173,0.03052,0.09952,0.49899,0.03614,0.02622
scene-0071-easy-00,official,25,6.25,8.493,0.5897,-0.05297,8.368,0,0,24.25812,0.27635,-0.00693,0.08066,0.41212,-0.02236,0.01794
scene-0071-easy-00,official,26,6.5,8.454,0.4996,-0.05347,8.4,0,0,24.2559,0.26332,-0.0726,0.07297,0.37734,-0.10153,0.00773
scene-0071-easy-00,official,27,6.75,8.408,0.4118,-0.04007,8.59,0,0,24.194,0.20585,-0.05193,0.05489,0.28879,-0.07652,-0.00074
scene-0071-easy-00,official,28,7.0,8.352,0.3756,-0.03653,8.482,0,0,23.91421,0.13704,0.04983,0.03362,0.18508,0.05012,-0.00814
scene-0071-easy-00,official,29,7.25,8.282,0.2924,-0.09587,8.041,0,0,23.65353,0.08008,0.03098,0.0141,0.1013,0.01824,-0.01397
scene-0071-easy-00,official,30,7.5,8.218,0.1844,-0.05073,8.083,0,0,23.57015,0.026,-0.11452,-0.0036,0.02936,-0.15261,-0.01312
scene-0071-easy-00,official,31,7.75,8.162,0.1015,-0.04454,8.466,0,0,23.40799,-0.01077,-0.13381,-0.01671,-0.02833,-0.14106,-0.01888
scene-0071-easy-00,official,32,8.0,8.1,0.0292,-0.04302,8.687,0,0,23.20894,-0.00297,0.06801,-0.01585,-0.0251,0.15893,-0.02487
scene-0071-easy-00,official,33,8.25,8.028,-0.0301,-0.023,7.443,0,0,23.078,-0.02954,0.2114,-0.02675,-0.06634,0.35479,-0.02736
scene-0071-easy-00,official,34,8.5,7.973,-0.0241,-0.02725,7.008,0,0,23.32973,-0.06435,0.05324,-0.03426,-0.10245,0.03586,-0.0193
scene-0071-easy-00,official,35,8.75,8.009,-0.0661,-0.0334,9.32,0,0,23.18448,-0.11617,-0.1227,-0.0466,-0.16418,-0.23309,-0.01361
scene-0071-easy-00,official,36,9.0,8.033,-0.1014,-0.01513,9.569,0,0,22.69002,-0.06678,-0.13778,-0.02935,-0.09282,-0.22543,-0.03196
scene-0071-easy-00,official,37,9.25,7.994,-0.1525,-0.07716,8.408,0,0,22.23138,-0.04819,-0.13822,-0.04415,-0.10512,-0.2002,-0.06888
scene-0071-easy-00,official,38,9.5,7.887,-0.0979,-0.02551,8.666,0,0,21.65009,-0.07932,-0.00927,-0.08024,-0.20405,-0.01244,-0.0577
scene-0071-easy-00,official,39,9.75,7.781,-0.1113,-0.06203,7.692,0,0,21.1133,-0.15499,0.11051,-0.07683,-0.2667,0.15829,-0.08654
scene-0071-easy-00,official,40,10.0,7.683,-0.2037,-0.03864,6.916,0,0,20.64541,-0.18723,0.01111,-0.12117,-0.37995,-0.00967,-0.05312
scene-0071-easy-00,official,41,10.25,7.624,-0.2692,-0.06451,7.929,0,0,20.09085,-0.27893,-0.05639,-0.09606,-0.43036,-0.12656,-0.01618
scene-0071-easy-00,official,42,10.5,7.556,-0.3792,-0.02637,7.802,0,0,19.41376,-0.2472,-0.09396,-0.06985,-0.35564,-0.18243,-0.00053
scene-0071-easy-00,official,43,10.75,7.407,-0.4216,0.02117,7.78,0,0,18.71414,-0.19326,-0.11082,-0.04837,-0.26303,-0.20995,0.01513
scene-0071-easy-00,official,44,11.0,7.224,-0.3686,0.15767,7.585,0,0,17.91579,-0.13699,-0.11563,-0.02588,-0.16885,-0.22397,0.02938
scene-0071-easy-00,official,45,11.25,7.024,-0.2746,0.13273,7.294,0,0,17.06868,-0.05346,-0.1072,0.00664,-0.04105,-0.21194,0.0436
scene-0071-easy-00,official,46,11.5,6.805,-0.1722,0.08886,7.083,0,0,16.20475,0.02428,-0.11007,0.03878,0.07424,-0.21844,0.05497
scene-0071-easy-00,official,47,11.75,6.572,-0.0465,0.09748,6.892,0,0,15.34163,0.09892,-0.10632,0.07129,0.18126,-0.21351,0.06342
scene-0071-easy-00,official,48,12.0,6.326,0.0683,0.09002,6.643,0,0,14.51561,0.14465,-0.10821,0.098,0.25884,-0.22944,0.06293
scene-0071-easy-00,official,49,12.25,6.07,0.1766,0.08082,6.409,0,0,13.72663,0.15425,-0.12657,0.09221,0.2651,-0.2541,0.06356
scene-0071-easy-00,official,50,12.5,5.743,0.2578,0.04348,6.167,0,0,12.99409,0.18307,-0.12384,0.11295,0.31732,-0.24788,0.13229
scene-0071-easy-00,official,51,12.75,5.436,0.2538,0.05921,5.925,0,0,12.31109,0.20394,-0.0989,0.16711,,,
scene-0071-easy-00,official,52,13.0,5.17,0.3102,0.12908,5.463,0,0,11.69415,,,,,,
scene-021-easy-00,fixed,0,0,1.0,-0.0,-0.00299,12.278,0,0,12.15004,-0.00025,0.113,-0.00239,-0.002,0.287,-0.00428
scene-021-easy-00,fixed,1,0.25,1.75,-0.0013,-0.0028,12.295,0,0,14.40005,-0.00237,0.1115,-0.00481,-0.00527,0.287,-0.0055
scene-021-easy-00,fixed,2,0.5,2.5,-0.0031,-0.00239,12.319,0,0,16.65002,-0.00636,0.113,-0.008,-0.01209,0.288,-0.0055
scene-021-easy-00,fixed,3,0.75,3.25,-0.0082,-0.00684,12.357,0,0,18.9,-0.01237,0.1125,-0.01007,-0.01945,0.287,-0.00437
scene-021-easy-00,fixed,4,1.0,4.0,-0.0147,-0.0055,12.414,0,0,21.15005,-0.01413,0.112,-0.00894,-0.02105,0.287,-0.00203
scene-021-easy-00,fixed,5,1.25,4.75,-0.0199,-0.00174,12.505,0,0,23.39922,-0.0122,0.1125,-0.00636,-0.01749,0.288,-0.00172
scene-021-easy-00,fixed,6,1.5,5.5,-0.0207,0.00158,12.63,0,0,25.64946,-0.00514,0.113,-0.00321,-0.00939,0.28801,-0.00285
scene-021-easy-00,fixed,7,1.75,6.25,-0.0153,0.00505,12.764,0,0,27.89977,-0.0051,0.1125,-0.00358,-0.01127,0.287,-0.00432
scene-021-easy-00,fixed,8,2.0,7.0,-0.008,0.00319,12.893,0,0,30.14894,-0.01093,0.112,-0.00585,-0.02031,0.287,-0.00514
scene-021-easy-00,fixed,9,2.25,7.75,-0.0121,-0.00413,13.021,0,0,32.39903,-0.01921,0.1125,-0.0082,-0.03091,0.288,-0.00477
scene-021-easy-00,fixed,10,2.5,8.5,-0.0209,-0.0056,13.174,0,0,34.64894,-0.02172,0.113,-0.00858,-0.03492,0.28801,-0.00441
scene-021-easy-00,fixed,11,2.75,9.25,-0.0315,-0.00529,13.314,0,0,36.84968,-0.02312,0.11251,-0.00786,-0.03441,0.28504,-0.0029
scene-021-easy-00,fixed,12,3.0,9.999,-0.0347,-0.00043,13.438,0,0,38.80943,-0.02111,0.10991,-0.00658,-0.03058,0.27509,-0.00163
scene-021-easy-00,fixed,13,3.25,10.741,-0.0342,-0.00127,13.533,0,0,40.47731,-0.01374,0.10506,-0.00382,-0.01812,0.25416,-0.00032
scene-021-easy-00,fixed,14,3.5,11.46,-0.029,0.0035,13.634,0,0,41.82309,-0.00756,0.09409,-0.00193,-0.00867,0.21622,0.00065
scene-021-easy-00,fixed,15,3.75,12.137,-0.0163,0.0049,13.817,0,0,42.862,0.00165,0.07751,0.00037,0.00375,0.16229,0.00073
scene-021-easy-00,fixed,16,4.0,12.749,-0.0076,0.00113,13.998,0,0,43.61304,0.00789,0.05491,0.00182,0.01384,0.09734,0.00124
scene-021-easy-00,fixed,17,4.25,13.275,0.0054,0.00145,14.135,0,0,44.1292,0.00947,0.01768,0.00211,0.01582,0.02637,0.00132
scene-021-easy-00,fixed,18,4.5,13.708,0.0142,0.00149,14.348,0,0,44.47737,0.0133,-0.01418,0.00278,0.02081,-0.0256,0.00141
scene-021-easy-00,fixed,19,4.75,14.051,0.0155,0.00051,14.467,0,0,44.71553,0.01574,-0.02717,0.00309,0.02127,-0.04759,0.0011
scene-021-easy-00,fixed,20,5.0,14.317,0.0204,0.00261,14.592,0,0,44.87462,0.01055,-0.03429,0.00328,0.02076,-0.05861,0.00318
scene-021-easy-00,fixed,21,5.25,14.518,0.0214,0.00198,14.775,0,0,44.98339,0.00426,-0.03157,0.00241,0.01529,-0.05369,0.00447
scene-021-easy-00,fixed,22,5.5,14.668,0.0221,-0.0012,14.865,0,0,45.07009,0.02672,-0.03336,0.00635,0.04287,-0.05176,0.00375
scene-021-easy-00,fixed,23,5.75,14.778,0.0143,0.00106,14.949,0,0,45.14203,0.03849,-0.02339,0.00844,0.05784,-0.03583,0.00317
scene-021-easy-00,fixed,24,6.0,14.859,0.042,0.01456,14.973,0,0,45.20646,0.03128,-0.0088,0.00669,0.04487,-0.01288,0.00151
scene-021-easy-00,fixed,25,6.25,14.918,0.0582,-0.0024,14.961,0,0,45.28434,0.02644,-0.00508,0.00503,0.03493,-0.00592,-0.00054
scene-021-easy-00,fixed,26,6.5,14.964,0.0452,-0.00159,15.005,0,0,45.37443,0.01338,-0.00309,0.00176,0.01329,-0.00093,-0.00286
scene-021-easy-00,fixed,27,6.75,15.003,0.0357,-0.00462,15.023,0,0,45.46554,-0.00407,0.00316,-0.00249,-0.01486,0.01009,-0.00522
scene-021-easy-00,fixed,28,7.0,15.036,0.0133,-0.00835,15.028,0,0,45.56008,-0.02041,0.00543,-0.00678,-0.04304,0.01514,-0.00823
scene-021-easy-00,fixed,29,7.25,15.066,-0.0147,-0.00782,15.054,0,0,45.65102,-0.03846,0.0071,-0.01067,-0.06985,0.02127,-0.00903
scene-021-easy-00,fixed,30,7.5,15.095,-0.0434,-0.01034,15.075,0,0,45.73544,-0.06953,0.01832,-0.01587,-0.10822,0.0385,-0.00757
scene-021-easy-00,fixed,31,7.75,15.125,-0.0703,-0.01651,15.059,0,0,45.81858,-0.07758,0.0267,-0.01658,-0.11331,0.0508,-0.00534
scene-021-easy-00,fixed,32,8.0,15.156,-0.1077,-0.01194,15.068,0,0,45.90477,-0.06252,0.02511,-0.0132,-0.08891,0.04716,-0.00312
scene-021-easy-00,fixed,33,8.25,15.189,-0.1135,0.00264,15.126,0,0,45.98513,-0.04005,0.02131,-0.00855,-0.0567,0.03955,-0.00166
scene-021-easy-00,fixed,34,8.5,15.224,-0.0891,0.00599,15.162,0,0,46.05067,-0.02031,0.01913,-0.00437,,,
scene-021-easy-00,fixed,35,8.75,15.257,-0.0556,0.0089,15.207,0,0,46.10638,,,,,,
scene-021-easy-00,ideal,0,0,1.0,-0.0,-0.00299,12.278,0,0,12.15004,-0.00025,-0.0,0.00041,0.0,0.013,-0.00069
scene-021-easy-00,ideal,1,0.25,1.55,-0.0005,0.0,12.291,0,0,13.8,0.00099,0.0005,0.00025,0.00182,0.01201,0.00035
scene-021-easy-00,ideal,2,0.5,2.1,-0.0006,0.0012,12.308,0,0,15.45002,0.00024,-0.00099,0.00035,0.0014,0.01203,0.00041
scene-021-easy-00,ideal,3,0.75,2.65,0.0008,-0.00116,12.333,0,0,17.10023,-0.00027,0.00052,-0.00028,0.00103,0.01305,0.00045
scene-021-easy-00,ideal,4,1.0,3.2,0.0009,-0.00082,12.369,0,0,18.74942,0.00038,3e-05,0.0001,0.00053,0.01204,0.00022
scene-021-easy-00,ideal,5,1.25,3.75,0.0013,-0.00091,12.423,0,0,20.39953,-0.00074,-0.00049,-1e-05,-0.00134,0.012,0.00012
scene-021-easy-00,ideal,6,1.5,4.3,0.0009,0.00021,12.5,0,0,22.04947,-3e-05,-0.0,-7e-05,-0.00334,0.01298,-0.00105
scene-021-easy-00,ideal,7,1.75,4.85,-0.0006,0.00053,12.606,0,0,23.69928,0.0,0.0005,-0.00017,-0.00136,0.01299,-0.00068
scene-021-easy-00,ideal,8,2.0,5.4,-0.0035,0.00183,12.719,0,0,25.34917,-8e-05,0.0,-0.00014,0.00154,0.012,0.00041
scene-021-easy-00,ideal,9,2.25,5.95,-0.0014,0.00181,12.831,0,0,26.99949,-0.00038,-0.0005,-0.00015,0.00204,0.012,0.00046
scene-021-easy-00,ideal,10,2.5,6.5,0.0016,-0.0005,12.938,0,0,28.64933,-4e-05,1e-05,-0.0,0.00286,0.01303,0.00082
scene-021-easy-00,ideal,11,2.75,7.05,0.0024,-0.00069,13.052,0,0,30.2991,-0.00043,0.00052,9e-05,0.00092,0.01302,0.00036
scene-021-easy-00,ideal,12,3.0,7.6,0.0035,-0.00114,13.184,0,0,31.94947,9e-05,0.0,-8e-05,-0.00122,0.01198,-0.00039
scene-021-easy-00,ideal,13,3.25,8.15,0.0009,-0.00188,13.304,0,0,33.59986,-0.00019,-0.0005,6e-05,0.00308,0.012,0.00061
scene-021-easy-00,ideal,14,3.5,8.7,-0.0008,0.00134,13.413,0,0,35.24996,0.00091,1e-05,7e-05,-0.00225,0.01306,-0.00019
scene-021-easy-00,ideal,15,3.75,9.25,0.0026,-7e-05,13.502,0,0,36.86958,-0.00067,0.00057,3e-05,-0.00311,0.01318,-0.00085
scene-021-easy-00,ideal,16,4.0,9.8,-0.0024,-0.00209,13.578,0,0,38.35413,0.001,0.00014,6e-05,0.00322,0.01229,0.00061
scene-021-easy-00,ideal,17,4.25,10.35,-0.0031,-9e-05,13.69,0,0,39.68301,-0.00051,-0.00034,-7e-05,-0.00395,0.0124,-0.00043
scene-021-easy-00,ideal,18,4.5,10.9,0.0023,0.0025,13.859,0,0,40.87104,0.00013,0.00024,-2e-05,-0.00242,0.01251,-0.00044
scene-021-easy-00,ideal,19,4.75,11.45,-0.0036,-0.00214,14.012,0,0,41.91137,-0.00026,-0.00023,6e-05,0.00228,0.01248,0.00039
scene-021-easy-00,ideal,20,5.0,12.0,-0.002,-0.00116,14.131,0,0,42.80365,0.00023,0.00021,2e-05,-0.00052,0.01243,-8e-05
scene-021-easy-00,ideal,21,5.25,12.55,0.0023,-0.00097,14.32,0,0,43.55059,-0.00089,-0.00028,-6e-05,-0.00239,0.01446,0.00012
scene-021-easy-00,ideal,22,5.5,13.1,-0.0003,-0.00036,14.452,0,0,44.15077,-0.00018,-1e-05,-4e-05,-0.00258,0.03347,-0.00084
scene-021-easy-00,ideal,23,5.75,13.65,-0.0015,0.0018,14.544,0,0,44.5959,0.00072,-2e-05,5e-05,0.0111,0.05831,0.00137
scene-021-easy-00,ideal,24,6.0,14.2,-0.0029,0.00055,14.729,0,0,44.89284,-0.00083,-0.00016,-4e-05,-0.00488,0.0343,0.0003
scene-021-easy-00,ideal,25,6.25,14.68,0.0106,-0.0009,14.849,0,0,45.04913,0.00085,-0.00042,4e-05,-0.01691,0.00854,-0.00271
scene-021-easy-00,ideal,26,6.5,14.906,-0.0048,-0.0038,14.916,0,0,45.12617,-0.00037,-0.00038,-0.0,0.00801,-0.00254,0.00112
scene-021-easy-00,ideal,27,6.75,14.964,-0.0174,0.00853,14.983,0,0,45.18921,2e-05,0.00094,-1e-05,7e-05,-0.00099,-1e-05
scene-021-easy-00,ideal,28,7.0,14.969,0.0083,0.00586,14.962,0,0,45.26053,-3e-05,-0.00096,-1e-05,0.00324,0.002,5e-05
scene-021-easy-00,ideal,29,7.25,14.985,0.0001,-0.00081,14.988,0,0,45.34806,0.00042,0.00037,-1e-05,0.00735,-5e-05,0.00092
scene-021-easy-00,ideal,30,7.5,15.014,0.0028,0.00207,15.02,0,0,45.43881,-0.00077,0.00024,0.0,0.00146,-1e-05,0.00039
scene-021-easy-00,ideal,31,7.75,15.027,0.0076,-0.00178,15.025,0,0,45.53333,-0.00015,-0.00062,-2e-05,0.00144,0.003,-0.00021
scene-021-easy-00,ideal,32,8.0,15.044,0.0022,-0.00053,15.047,0,0,45.62593,0.00028,0.00025,1e-05,0.01256,-0.002,0.00118
scene-021-easy-00,ideal,33,8.25,15.064,0.0014,-0.00146,15.069,0,0,45.71353,-0.0005,-0.00038,-2e-05,0.0095,-0.00699,0.00154
scene-021-easy-00,ideal,34,8.5,15.066,0.0126,0.00689,15.064,0,0,45.79645,0.00032,-0.00035,-3e-05,-0.00834,-0.00185,-0.0008
scene-021-easy-00,ideal,35,8.75,15.067,0.0095,-0.00383,15.062,0,0,45.88217,-0.00029,8e-05,4e-05,-0.00898,0.00092,-0.00079
scene-021-easy-00,ideal,36,9.0,15.102,-0.0082,-7e-05,15.109,0,0,45.96338,0.00046,0.00034,-1e-05,-0.00893,-0.00169,-0.00125
scene-021-easy-00,ideal,37,9.25,15.148,-0.0093,0.00243,15.152,0,0,46.03129,0.00018,-0.00084,-3e-05,,,
scene-021-easy-00,ideal,38,9.5,15.189,-0.0097,0.00192,15.192,0,0,46.09001,,,,,,
scene-021-easy-00,official,0,0,1.0,-0.0,-0.00299,12.278,0,0,12.15004,-0.00025,0.113,0.00865,0.005,0.287,0.00597
scene-021-easy-00,official,1,0.25,1.75,-0.0013,0.00824,12.295,0,0,14.3995,0.00299,0.11154,0.00484,0.00586,0.28709,-0.00331
scene-021-easy-00,official,2,0.5,2.5,0.0038,0.00786,12.319,0,0,16.64968,0.00443,0.11305,-0.00132,0.00133,0.28802,-0.0131
scene-021-easy-00,official,3,0.75,3.25,0.007,-0.00433,12.357,0,0,18.9001,-0.00113,0.1125,-0.01151,-0.01394,0.28696,0.00209
scene-021-easy-00,official,4,1.0,4.0,0.003,-0.01496,12.414,0,0,21.14944,-0.01315,0.11203,0.00168,-0.00681,0.28694,0.00558
scene-021-easy-00,official,5,1.25,4.75,-0.0134,0.00117,12.505,0,0,23.39967,-0.00371,0.11252,0.0001,-0.00107,0.28804,0.00073
scene-021-easy-00,official,6,1.5,5.5,-0.0102,0.00568,12.63,0,0,25.64941,0.00709,0.11303,0.00154,0.00806,0.28802,0.03954
scene-021-easy-00,official,7,1.75,6.25,0.0016,0.00629,12.764,0,0,27.8992,0.00725,0.11251,0.04221,0.0862,0.28624,0.02993
scene-021-easy-00,official,8,2.0,7.0,0.011,0.04403,12.893,0,0,30.14974,0.07521,0.11407,0.03107,0.1338,0.29068,0.01406
scene-021-easy-00,official,9,2.25,7.75,0.0861,0.02779,13.021,0,0,32.40083,0.10685,0.11471,0.03235,0.16546,0.29106,0.0111
scene-021-easy-00,official,10,2.5,8.5,0.1451,0.0112,13.174,0,0,34.65152,0.11905,0.11341,0.0328,0.17623,0.28903,0.00947
scene-021-easy-00,official,11,2.75,9.25,0.1733,-0.00058,13.314,0,0,36.85292,0.11547,0.1125,0.03038,0.17117,0.28497,0.01001
scene-021-easy-00,official,12,3.0,10.0,0.1819,-0.00399,13.438,0,0,38.81288,0.10582,0.10947,0.02757,0.15821,0.27832,0.0128
scene-021-easy-00,official,13,3.25,10.742,0.1729,-0.0082,13.533,0,0,40.48209,0.09654,0.10827,0.02771,0.15499,0.26953,-0.0332
scene-021-easy-00,official,14,3.5,11.474,0.1581,-0.00164,13.634,0,0,41.84604,0.0947,0.10376,-0.02109,0.00268,0.23849,-0.00903
scene-021-easy-00,official,15,3.75,12.192,0.1552,-0.04551,13.817,0,0,42.92769,-0.04838,0.08269,0.00284,-0.05819,0.17158,-0.00158
scene-021-easy-00,official,16,4.0,12.824,0.0024,-0.02344,14.0,0,0,43.67849,-0.06537,0.05232,-0.01192,-0.10734,0.09394,-0.00441
scene-021-easy-00,official,17,4.25,13.347,-0.0666,-0.0138,14.136,0,0,44.17275,-0.08824,0.01312,-0.0147,-0.13154,0.0245,-0.0045
scene-021-easy-00,official,18,4.5,13.775,-0.1102,-0.00494,14.351,0,0,44.50595,-0.08696,-0.01199,-0.01539,-0.12896,-0.01131,0.01826
scene-021-easy-00,official,19,4.75,14.113,-0.1316,-0.00028,14.468,0,0,44.7318,-0.0791,-0.01489,0.00834,-0.03565,-0.02263,0.00013
scene-021-easy-00,official,20,5.0,14.401,-0.1297,0.02454,14.597,0,0,44.88942,0.01056,-0.0241,-0.00802,-0.00183,-0.04206,-0.02589
scene-021-easy-00,official,21,5.25,14.595,-0.0354,0.01105,14.78,0,0,44.9943,0.00192,-0.02612,-0.0243,-0.07939,-0.03992,-0.00024
scene-021-easy-00,official,22,5.5,14.715,-0.0019,-0.02175,14.867,0,0,45.07535,-0.05811,-0.02219,0.00257,-0.0535,-0.02416,0.00202
scene-021-easy-00,official,23,5.75,14.83,-0.08,0.00026,14.953,0,0,45.14706,-0.0236,-0.00725,-0.0043,-0.03981,0.00019,0.00086
scene-021-easy-00,official,24,6.0,14.931,-0.0533,0.0145,14.972,0,0,45.21113,-0.03012,0.01107,-0.00239,-0.03737,0.03502,0.05256
scene-021-easy-00,official,25,6.25,15.007,-0.0403,0.00169,14.961,0,0,45.28714,-0.01908,0.02325,0.04953,0.16934,0.04583,0.00707
scene-021-easy-00,official,26,6.5,15.078,-0.038,0.05463,15.008,0,0,45.37767,0.17668,0.02997,0.00482,0.19766,0.05599,0.00352
scene-021-easy-00,official,27,6.75,15.121,0.1697,0.00961,15.023,0,0,45.47416,0.13358,0.02757,0.02735,0.21763,0.05325,0.00332
scene-021-easy-00,official,28,7.0,15.127,0.2003,0.00304,15.029,0,0,45.57109,0.14148,0.02346,0.01786,0.18817,0.04981,-0.0001
scene-021-easy-00,official,29,7.25,15.142,0.2182,-0.00811,15.055,0,0,45.66262,0.10498,0.02298,0.0157,0.1445,0.05041,-0.00112
scene-021-easy-00,official,30,7.5,15.159,0.1884,-0.01539,15.076,0,0,45.74791,0.05955,0.0309,0.00733,0.0797,0.06216,-0.00069
scene-021-easy-00,official,31,7.75,15.181,0.1436,-0.02442,15.058,0,0,45.83131,0.03086,0.03647,0.0038,0.04412,0.07002,0.00026
scene-021-easy-00,official,32,8.0,15.207,0.0793,-0.01567,15.071,0,0,45.91536,0.02348,0.03396,0.00303,0.0344,0.07472,-0.02447
scene-021-easy-00,official,33,8.25,15.237,0.0438,-0.00668,15.13,0,0,45.99203,0.02521,0.04127,-0.02155,-0.06173,0.07601,-0.00197
scene-021-easy-00,official,34,8.5,15.305,0.0348,-0.02695,15.166,0,0,46.05571,-0.07162,0.0383,0.00124,,,
scene-021-easy-00,official,35,8.75,15.333,-0.0612,-0.00191,15.212,0,0,46.1111,,,,,,
scene-021-hard-01,fixed,0,0,1.0,-0.0,-0.00299,12.278,0,0,12.15004,-0.00025,0.113,-0.00239,-0.002,0.287,-0.00428
scene-021-hard-01,fixed,1,0.25,1.75,-0.0013,-0.0028,12.295,0,0,14.40005,-0.00237,0.1115,-0.00481,-0.00527,0.287,-0.0055
scene-021-hard-01,fixed,2,0.5,2.5,-0.0031,-0.00239,12.319,0,0,16.65002,-0.00636,0.113,-0.008,-0.01209,0.288,-0.0055
scene-021-hard-01,fixed,3,0.75,3.25,-0.0082,-0.00684,12.357,0,0,18.9,-0.01237,0.1125,-0.01007,-0.01945,0.287,-0.00437
scene-021-hard-01,fixed,4,1.0,4.0,-0.0147,-0.0055,12.414,0,0,21.15005,-0.01413,0.112,-0.00894,-0.02105,0.287,-0.00203
scene-021-hard-01,fixed,5,1.25,4.75,-0.0199,-0.00174,12.505,0,0,23.39922,-0.0122,0.1125,-0.00636,-0.01749,0.288,-0.00172
scene-021-hard-01,fixed,6,1.5,5.5,-0.0207,0.00158,12.63,0,0,25.64946,-0.00514,0.113,-0.00321,-0.00939,0.28801,-0.00285
scene-021-hard-01,fixed,7,1.75,6.25,-0.0153,0.00505,12.764,0,0,27.89977,-0.0051,0.1125,-0.00358,-0.01127,0.287,-0.00432
scene-021-hard-01,fixed,8,2.0,7.0,-0.008,0.00319,12.893,0,0,30.14894,-0.01093,0.112,-0.00585,-0.02031,0.287,-0.00514
scene-021-hard-01,fixed,9,2.25,7.75,-0.0121,-0.00413,13.021,0,0,32.39903,-0.01921,0.1125,-0.0082,-0.03091,0.288,-0.00477
scene-021-hard-01,fixed,10,2.5,8.5,-0.0209,-0.0056,13.174,0,0,34.64894,-0.02172,0.113,-0.00858,-0.03492,0.28801,-0.00441
scene-021-hard-01,fixed,11,2.75,9.25,-0.0315,-0.00529,13.314,0,0,36.84968,-0.02312,0.11251,-0.00786,,,
scene-021-hard-01,fixed,12,3.0,9.999,-0.0347,-0.00043,13.438,0,0,38.80943,,,,,,
scene-021-hard-01,ideal,0,0,1.0,-0.0,-0.00299,12.278,0,0,12.15004,-0.00025,-0.0,0.00041,0.0,0.013,-0.00069
scene-021-hard-01,ideal,1,0.25,1.55,-0.0005,0.0,12.291,0,0,13.8,0.00099,0.0005,0.00025,0.00182,0.01201,0.00035
scene-021-hard-01,ideal,2,0.5,2.1,-0.0006,0.0012,12.308,0,0,15.45002,0.00024,-0.00099,0.00035,0.0014,0.01203,0.00041
scene-021-hard-01,ideal,3,0.75,2.65,0.0008,-0.00116,12.333,0,0,17.10023,-0.00027,0.00052,-0.00028,0.00103,0.01305,0.00045
scene-021-hard-01,ideal,4,1.0,3.2,0.0009,-0.00082,12.369,0,0,18.74942,0.00038,3e-05,0.0001,0.00053,0.01204,0.00022
scene-021-hard-01,ideal,5,1.25,3.75,0.0013,-0.00091,12.423,0,0,20.39953,-0.00074,-0.00049,-1e-05,-0.00134,0.012,0.00012
scene-021-hard-01,ideal,6,1.5,4.3,0.0009,0.00021,12.5,0,0,22.04947,-3e-05,-0.0,-7e-05,-0.00334,0.01298,-0.00105
scene-021-hard-01,ideal,7,1.75,4.85,-0.0006,0.00053,12.606,0,0,23.69928,0.0,0.0005,-0.00017,-0.00136,0.01299,-0.00068
scene-021-hard-01,ideal,8,2.0,5.4,-0.0035,0.00183,12.719,0,0,25.34917,-8e-05,0.0,-0.00014,0.00154,0.012,0.00041
