method,board,split,metric,component,baseline_config,variant_config,baseline_score,variant_score,delta,same_weights_or_retrained,seeds_or_runs,n_samples,source,notes,hack_finding_id
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,dynamic_proposals,VXL static inference vocabulary,Vdp union VXL,39.7,40.8,+1.1,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,NAV2-GTRS-001
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage1,trajectory_vocabulary,Vdp union VXL,Vdp union VL,77.4,71.8,-5.6,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,NAV2-GTRS-001
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage2,trajectory_vocabulary,Vdp union VXL,Vdp union VL,52.7,57.3,+4.6,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,NAV2-GTRS-001
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,trajectory_vocabulary,Vdp union VXL,Vdp union VL,40.8,42.0,+1.2,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,NAV2-GTRS-001
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage1,vocabulary_dropout,Vdp union VL,VXL dropout training; Vdp union VL,71.8,73.1,+1.3,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage2,vocabulary_dropout,Vdp union VL,VXL dropout training; Vdp union VL,57.3,59.0,+1.7,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,vocabulary_dropout,Vdp union VL,VXL dropout training; Vdp union VL,42.0,43.4,+1.4,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",无额外摘录；比较配置与出处见本行其他字段。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage1,augmentation_and_target_refinement,baseline scorer,GTRS-Aug,73.4,75.0,+1.6,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",顺序对照；backbone、分辨率在最后一对发生改变，不能单独归因于增广或目标精炼。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS_stage2,augmentation_and_target_refinement,baseline scorer,GTRS-Aug,54.1,56.9,+2.8,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",顺序对照；backbone、分辨率在最后一对发生改变，不能单独归因于增广或目标精炼。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,augmentation_and_target_refinement,baseline scorer,GTRS-Aug,40.6,43.4,+2.8,retrained,N/A,N/A,"gtrs.pdf, Table 1, PDF p.3",顺序对照；backbone、分辨率在最后一对发生改变，不能单独归因于增广或目标精炼。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,ensemble,GTRS-Dense EVA-ViT-L,GTRS-E-Lite EVA-ViT-L,43.4,46.6,+3.2,mixed_checkpoints,N/A,N/A,"gtrs.pdf, Table 2, PDF p.4",旧协议论文数值，不与修复后的 45.4 直接相减。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,ensemble,GTRS-E-Lite EVA-ViT-L,GTRS-E six-model ensemble,46.6,49.4,+2.8,mixed_checkpoints,N/A,N/A,"gtrs.pdf, Table 2, PDF p.4",旧协议论文数值，不与修复后的 45.4 直接相减。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,backbone,GTRS-Aug V2-99,GTRS-Aug EVA-ViT-L,42.1,44.7,+2.6,retrained,N/A,N/A,"gtrs.pdf, Table 2, PDF p.4",旧协议论文数值，不与修复后的 45.4 直接相减。,N/A
GTRS,navsim_v2,"navhard two-stage, old protocol",EPDMS,backbone,GTRS-Aug ViT-L,GTRS-Aug EVA-ViT-L,45.3,44.7,-0.6,retrained,N/A,N/A,"gtrs.pdf, Table 2, PDF p.4",旧协议论文数值，不与修复后的 45.4 直接相减。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,static_vocabulary_size,Hydra-MDP 1024 anchors,Hydra-MDP 2048 anchors,85.02,85.8,+0.78,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 1, PDF p.2",论文的先导缩放实验，采用 Hydra-MDP，不是 SparseDriveV2 本体。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,static_vocabulary_size,Hydra-MDP 2048 anchors,Hydra-MDP 4096 anchors,85.8,86.33,+0.53,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 1, PDF p.2",论文的先导缩放实验，采用 Hydra-MDP，不是 SparseDriveV2 本体。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,static_vocabulary_size,Hydra-MDP 4096 anchors,Hydra-MDP 8192 anchors,86.33,86.78,+0.45,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 1, PDF p.2",论文的先导缩放实验，采用 Hydra-MDP，不是 SparseDriveV2 本体。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,static_vocabulary_size,Hydra-MDP 8192 anchors,Hydra-MDP 16384 anchors,86.78,87.35,+0.57,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 1, PDF p.2",论文的先导缩放实验，采用 Hydra-MDP，不是 SparseDriveV2 本体。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,factorized_vocabulary_size,512 paths x 128 velocities,512 x 256,88.7,89.2,+0.5,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,factorized_vocabulary_size,512 x 256,1024 x 256,89.2,90.1,+0.9,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,factorized_vocabulary_size,1024 x 128,1024 x 256,89.5,90.1,+0.6,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,trajectory_reconditioning,"MHA, no reconditioning","MHA, reconditioning",87.7,89.9,+2.2,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,path_scene_attention,"MHA, no reconditioning","DFA, no reconditioning",87.7,89.9,+2.2,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,trajectory_reconditioning,"DFA, no reconditioning","DFA, reconditioning",89.9,90.1,+0.2,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseDriveV2,navsim_v2,paper NAVSIM-v2 protocol,EPDMS,path_scene_attention,"MHA, reconditioning","DFA, reconditioning",89.9,90.1,+0.2,retrained,N/A,N/A,"sparsedrivev2.pdf, Table 6, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,occupancy_language_component,w/o Occ Encoder,full model,0.712,0.792,+0.08,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,occupancy_language_component,w/o Occ Encoder,full model,0.363,0.384,+0.021,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,occupancy_language_component,w/o Occ Encoder,full model,0.317,0.334,+0.017,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,future_3s_mIoU,occupancy_language_component,w/o Occ Encoder,full model,N/A,13.65,N/A,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,occupancy_language_component,w/o Position Encoding,full model,N/A,0.792,N/A,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,occupancy_language_component,w/o Position Encoding,full model,N/A,0.384,N/A,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,occupancy_language_component,w/o Position Encoding,full model,N/A,0.334,N/A,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,future_3s_mIoU,occupancy_language_component,w/o Position Encoding,full model,N/A,13.65,N/A,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,occupancy_language_component,w/o Global Queries,full model,0.758,0.792,+0.034,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,occupancy_language_component,w/o Global Queries,full model,0.378,0.384,+0.006,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,occupancy_language_component,w/o Global Queries,full model,0.327,0.334,+0.007,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,future_3s_mIoU,occupancy_language_component,w/o Global Queries,full model,13.5,13.65,+0.15,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,occupancy_language_component,w/o Residual-Query,full model,0.764,0.792,+0.028,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,occupancy_language_component,w/o Residual-Query,full model,0.377,0.384,+0.007,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,occupancy_language_component,w/o Residual-Query,full model,0.329,0.334,+0.005,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,future_3s_mIoU,occupancy_language_component,w/o Residual-Query,full model,13.12,13.65,+0.53,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,occupancy_language_component,w/o Residual-Token,full model,0.788,0.792,+0.004,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,occupancy_language_component,w/o Residual-Token,full model,0.382,0.384,+0.002,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,occupancy_language_component,w/o Residual-Token,full model,0.333,0.334,+0.001,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,future_3s_mIoU,occupancy_language_component,w/o Residual-Token,full model,13.21,13.65,+0.44,retrained,N/A,N/A,"sparseoccvla.pdf, Table 3, PDF p.7",原表以 - 留空的指标记 N/A；未伪造零。,N/A
SparseOccVLA,nuscenes,paper validation,L2_1s_m,planning_fusion,w/o LLM Scoring,full model,0.17,0.14,-0.03,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_2s_m,planning_fusion,w/o LLM Scoring,full model,0.28,0.22,-0.06,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_3s_m,planning_fusion,w/o LLM Scoring,full model,0.41,0.3,-0.11,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_1s_pct,planning_fusion,w/o LLM Scoring,full model,0.03,0.03,+0,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_2s_pct,planning_fusion,w/o LLM Scoring,full model,0.25,0.16,-0.09,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_3s_pct,planning_fusion,w/o LLM Scoring,full model,0.49,0.39,-0.1,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_1s_m,planning_fusion,w/o Traj-Reason Fusion,full model,0.14,0.14,+0,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_2s_m,planning_fusion,w/o Traj-Reason Fusion,full model,0.26,0.22,-0.04,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_3s_m,planning_fusion,w/o Traj-Reason Fusion,full model,0.35,0.3,-0.05,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_1s_pct,planning_fusion,w/o Traj-Reason Fusion,full model,0.04,0.03,-0.01,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_2s_pct,planning_fusion,w/o Traj-Reason Fusion,full model,0.19,0.16,-0.03,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_3s_pct,planning_fusion,w/o Traj-Reason Fusion,full model,0.41,0.39,-0.02,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_1s_m,planning_fusion,w/o Traj-Scene Fusion,full model,0.15,0.14,-0.01,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_2s_m,planning_fusion,w/o Traj-Scene Fusion,full model,0.28,0.22,-0.06,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_3s_m,planning_fusion,w/o Traj-Scene Fusion,full model,0.38,0.3,-0.08,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_1s_pct,planning_fusion,w/o Traj-Scene Fusion,full model,0.04,0.03,-0.01,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_2s_pct,planning_fusion,w/o Traj-Scene Fusion,full model,0.23,0.16,-0.07,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_3s_pct,planning_fusion,w/o Traj-Scene Fusion,full model,0.46,0.39,-0.07,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_1s_m,planning_fusion,w/o Traj-Ego Fusion,full model,0.22,0.14,-0.08,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_2s_m,planning_fusion,w/o Traj-Ego Fusion,full model,0.35,0.22,-0.13,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,L2_3s_m,planning_fusion,w/o Traj-Ego Fusion,full model,0.68,0.3,-0.38,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_1s_pct,planning_fusion,w/o Traj-Ego Fusion,full model,0.07,0.03,-0.04,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_2s_pct,planning_fusion,w/o Traj-Ego Fusion,full model,0.29,0.16,-0.13,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,collision_3s_pct,planning_fusion,w/o Traj-Ego Fusion,full model,0.65,0.39,-0.26,retrained,N/A,N/A,"sparseoccvla.pdf, Table 4, PDF p.7",L2 与碰撞率均为越小越好。,N/A
SparseOccVLA,nuscenes,paper validation,current_mIoU,distillation_loss,"no distillation, no normalization","distillation, no normalization",17.68,15.43,-2.25,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,distillation_loss,"no distillation, no normalization","distillation, no normalization",0.776,0.743,-0.033,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,distillation_loss,"no distillation, no normalization","distillation, no normalization",0.376,0.372,-0.004,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,ROUGE,distillation_loss,"no distillation, no normalization","distillation, no normalization",0.329,0.324,-0.005,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,current_mIoU,feature_normalization,"distillation, no normalization",distillation + normalization,15.43,17.65,+2.22,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,CIDEr,feature_normalization,"distillation, no normalization",distillation + normalization,0.743,0.792,+0.049,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
SparseOccVLA,nuscenes,paper validation,METEOR,feature_normalization,"distillation, no normalization",distillation + normalization,0.372,0.384,+0.012,retrained,N/A,N/A,"sparseoccvla.pdf, Table 6, PDF p.14",无额外摘录；比较配置与出处见本行其他字段。,N/A
